index,X,Y,FID,Fuel_Type,Station_Na,Street_Add,Intersecti,City,State,ZIP,Plus4,Station_Ph,Status_Cod,Expected_D,Groups_Wit,Access_Day,Cards_Acce,BD_Blends,NG_Fill_Ty,NG_PSI,EV_Level1,EV_Level2,EV_DC_Fast,EV_Other_I,EV_Network,EV_Netwo_1,Geocode_St,Latitude,Longitude,Date_Last,ID,Updated_At,Owner_Type,Federal_Ag,Federal__1,Open_Date,Hydrogen_S,NG_Vehicle,LPG_Primar,E85_Blende
10,-91.08481189984929,30.471710999762863,3011,CNG,Lavigne Oil Co - Choctaw,8968 S Choctaw Dr,2 miles east of Airline Highway/Highway 61,Baton Rouge,LA,70815,0,800-349-0170,E, ,Public - credit card at all times,24 hours daily,M V FuelMan GasCard Wright_Exp, ,Q,3600, , , , , , ,200-8,30.471711,-91.084812,2013-05-31T00:00:00.000Z,296,2013-06-14 17:22:27 UTC,P, , ,1996-08-15T00:00:00.000Z, ,HD, , 
11,-94.72574859961816,33.04026699962235,3012,LPG,Welchgas,1029 US 259 S,1 mile south of Daingerfield,Daingerfield,TX,75638,0,903-645-2486,E, ,Public - see hours,"8am-5pm M-F, 9am-12pm Sat (Sat hours in winter only)",Cash D M V, , , , , , , , , ,200-8,33.040267,-94.725749,2013-02-28T00:00:00.000Z,20058,2013-03-20 02:12:06 UTC,P, , ,, , ,TRUE, 
12,-95.2805827000316,29.7866851997622,3013,CNG,Clean Energy - O'Rourke,227 McCarty Rd,"take I-10, take the McCarty exit or I-610 exit, on Wallisville Rd",Houston,TX,77029,1137,562-493-2804,E, ,Public - credit card at all times,24 hours daily,M V Voyager CleanEnergy Wright_Exp, ,Q,3000, , , , , , ,200-8,29.786685,-95.280583,2013-07-31T00:00:00.000Z,333,2013-08-14 16:14:46 UTC,P, , ,1996-12-15T00:00:00.000Z, ,MD, , 
13,-94.85509670005264,32.404500999921254,3014,LPG,Martin LP Gas,2606 N Longview,West of Highway 259,Kilgore,TX,75662,0,903-983-3854,E, ,Public - see hours,"7am-5pm M-F, 7am-12pm Sat",Cash Checks A D M V, , , , , , , , , ,200-8,32.404501,-94.855097,2013-02-28T00:00:00.000Z,20059,2013-03-20 02:12:06 UTC,P, , ,, , ,TRUE, 
14,-95.87202030039651,32.20348190026953,3015,LPG,Gillert Gas Co,100 McCaleb St,Highway 31 W,Athens,TX,75751,0,903-675-5621,E, ,Public - call ahead,"8am-5pm M-F, 8:30am-12pm Sat",Cash Checks, , , , , , , , , ,200-8,32.203482,-95.87202,2013-02-28T00:00:00.000Z,20063,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
15,-96.6837452999056,32.89724099957254,3016,CNG,Clean Energy - Garland,3526 Security St,"I-635, north on Jupiter Rd, and right on Security St",Garland,TX,75042,7626,562-493-2804,E, ,Public - credit card at all times,24 hours daily,M V Voyager CleanEnergy, ,Q,3000, , , , , , ,200-8,32.897241,-96.683745,2013-07-31T00:00:00.000Z,477,2013-08-14 16:14:46 UTC,P, , ,1996-12-15T00:00:00.000Z, ,MD, , 
16,-95.2779913997832,32.005543199858835,3017,LPG,Gas and Supply,3023 N Jackson St,0.25 mile north of Highway 79 on Highway 69 N,Jacksonville,TX,75766,0,903-586-9026,E, ,Public - see hours,8am-5pm M-F,Cash D M V, , , , , , , , , ,200-8,32.005543,-95.277991,2013-02-28T00:00:00.000Z,20064,2013-03-20 02:12:06 UTC,P, , ,, , ,TRUE, 
17,-95.45298520040666,32.78992189967596,3018,LPG,Gas and Supply,611 S Main St,South of Courthouse on Highway 37,Quitman,TX,75783,0,903-763-2712,E, ,Public - see hours,8am-5pm M-F,Cash D M V, , , , , , , , , ,200-8,32.789922,-95.452985,2013-02-28T00:00:00.000Z,20067,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
18,-88.10883199999677,30.68980400005461,3019,CNG,Mobile Gas Service Corp,2828 Dauphin St,Off I-65,Mobile,AL,36606,2493, ,E, ,Private - fleet customers only,24 hours daily; contact station to set up account, , ,B,3600, , , , , , ,200-8,30.689804,-88.108832,2013-09-30T00:00:00.000Z,597,2013-10-16 20:23:04 UTC,T, , ,1998-09-15T00:00:00.000Z, ,MD, , 
19,-95.60818900032204,31.736782999835604,3020,LPG,Gregg LP Gas Co,1006 S Loop 256,East of Loop 256 and Highway 84; also 1000 Loop 256. Next to the Enterprise Rental.,Palestine,TX,75801,0,903-723-6222,E, ,Public - see hours,8am-5pm M-F,Cash A D M V, , , , , , , , , ,GPS,31.736783,-95.608189,2013-02-28T00:00:00.000Z,20068,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
20,-95.45885320031492,31.304771799678857,3021,LPG,Consumers LPG & Appliance,904 S 4th St,1 mile north of Loop 304 S,Crockett,TX,75835,0,936-544-9645,E, ,Public - see hours,"7am-5pm M-F, 8am-11am Sat (Sat hours in winter only)",Cash Checks M V, , , , , , , , , ,200-8,31.304772,-95.458853,2013-02-28T00:00:00.000Z,20070,2013-03-20 02:12:06 UTC,P, , ,, , ,TRUE, 
21,-86.99291619992266,30.67794919979576,3022,CNG,City of Milton,5162 Munson Hwy, ,Milton,FL,32570,0,850-983-5401,E, ,Public - credit card after hours,7:30am-4:30pm M-F; call 850-983-5401 to pay with cash or check,Cash Checks A M V FuelMan, ,Q,3000 3600, , , , , , ,200-8,30.677949,-86.992916,2013-09-30T00:00:00.000Z,864,2013-10-16 20:23:04 UTC,LG, , ,1981-01-15T00:00:00.000Z, ,HD, , 
22,-94.1849000002348,31.79017000034531,3023,LPG,McAdam's Propane Co,191 US Highway 96 S,"1 mile north of town, beside Farm-to-Market Rd 2026",Center,TX,75935,0,936-598-7444,E, ,Public - see hours,"8am-5pm M-F, 7:30am-12pm Sat",Cash M V, , , , , , , , , ,GPS,31.79017,-94.1849,2013-02-28T00:00:00.000Z,20073,2013-03-20 02:12:06 UTC,P, , ,, , ,TRUE, 
23,-89.972794200392,35.166882200253376,3024,CNG,"Memphis Light, Gas and Water - Choctaw Station",1130 Tupelo St, ,Memphis,TN,38108,2423,901-320-1473,E, ,Public - credit card at all times,24 hours daily,D M V Voyager Wright_Exp, ,Q,3600, , , , , , ,200-8,35.166882,-89.972794,2013-06-30T00:00:00.000Z,1215,2013-07-16 16:07:14 UTC,LG, , ,1995-09-15T00:00:00.000Z, ,HD, , 
24,-93.99658299980558,30.9418519995702,3025,LPG,AmeriGas,2297 US 96,2.5 miles north of Jasper,Jasper,TX,75951,0,409-384-2568,E, ,Public - see hours,8am-12pm and 1pm-5pm M-F,Cash A D M V, , , , , , , , , ,GPS,30.941852,-93.996583,2013-02-28T00:00:00.000Z,20075,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
25,-94.67233580025692,31.665949999692764,3026,LPG,Perry Propane & Appliance,6500 Franklin Dr,East of Highway 59 N at Industrial,Nacogdoches,TX,75964,0,936-564-8448,E, ,Public - see hours,8am-5pm M-F,Cash Checks M V, , , , , , , , , ,200-8,31.66595,-94.672336,2013-02-28T00:00:00.000Z,20078,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
26,-94.41872500025856,30.786569800356048,3027,LPG,Propane Supply,2091 Highway 69 S,"Left hand side, 2-3 miles south of main light in Woodville",Woodville,TX,75979,0,409-283-3419,E, ,Public - see hours,"8:30am-4:30pm M-F, 10am-1pm Sat",Cash M V, , , , , , , , , ,200-8,30.78657,-94.418725,2013-02-28T00:00:00.000Z,20079,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
27,-91.18564779970616,30.4715025000404,3028,CNG,East Baton Rouge Department of Public Works,331 Chippewa St,"Off I-110 at Chippewa, west 2 miles to Department of Public Works",Baton Rouge,LA,70805,7686, ,E, ,Private access only, , , ,Q,3000 3600, , , , , , ,200-8,30.471503,-91.185648,2013-05-31T00:00:00.000Z,7068,2013-06-14 17:22:27 UTC,LG, , ,1998-04-15T00:00:00.000Z, ,HD, , 
28,-96.48320939969396,31.705061400363363,3029,LPG,Butane Gas Co - Propane Energy,1442 Highway 14 N,1 mile north of Highway 84 junction,Mexia,TX,76667,0,254-562-3825,E, ,Public - see hours,"8am-5pm M-F, 8am-12pm Sat (Sat hours in winter only)",Cash A D M V, , , , , , , , , ,200-8,31.705061,-96.483209,2013-02-28T00:00:00.000Z,20134,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
29,-95.18866400004356,29.770079999692264,3030,LPG,U-Haul,13330 E Fwy,East of I-10 at Uvalde,Houston,TX,77015,0,713-453-3884,E, ,Public - see hours,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash Checks A D M V, , , , , , , , , ,GPS,29.77008,-95.188664,2013-11-30T00:00:00.000Z,20149,2013-12-16 18:16:12 UTC,P, , ,, , ,TRUE, 
30,-95.26292590021006,29.84160200013224,3031,LPG,U-Haul,8801 Mesa Dr,At Ley Road and Tidwell,Houston,TX,77028,2012,713-631-2344,E, ,Public - see hours,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash Checks A D M V, , , , , , , , , ,200-8,29.841602,-95.262926,2013-11-30T00:00:00.000Z,20154,2013-12-16 18:16:12 UTC,P, , ,, , ,TRUE, 
31,-96.7744919998059,32.75348299994055,3032,CNG,Clean Energy - South Dallas,3701 S Lamar St,West of I-45 intersection,Dallas,TX,75215,3687,562-493-2804,E, ,Public - credit card at all times,24 hours daily,M V Voyager CleanEnergy, ,Q,3000, , , , , , ,200-8,32.753483,-96.774492,2013-07-31T00:00:00.000Z,12768,2013-08-14 16:14:46 UTC,P, , ,1999-01-15T00:00:00.000Z, ,MD, , 
32,-95.50364229985225,29.6897092000196,3033,LPG,U-Haul,6808 Bissonet St,At Beechnut,Houston,TX,77074,0,713-772-5606,E, ,Public - see hours,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash Checks A D M V, , , , , , , , , ,200-8,29.689709,-95.503642,2013-11-30T00:00:00.000Z,20159,2013-12-16 18:16:12 UTC,P, , ,, , ,TRUE, 
33,-95.6448910003194,29.685719999878128,3034,LPG,U-Haul,8518 Highway 6 S,At Beechnut,Houston,TX,77083,5709,281-879-6065,E, ,Public - see hours,"7am-7pm M-Th and Sat, 7am-8pm F, 8am-5pm Sun",Cash A D M V, , , , , , , , , ,200-8,29.68572,-95.644891,2013-11-30T00:00:00.000Z,20161,2013-12-16 18:16:12 UTC,P, , ,, , ,TRUE, 
34,-95.46751599996338,29.80440699988321,3035,LPG,AB Gas Co,1900 Silber Rd, ,Houston,TX,77055,0,713-682-5555,E, ,Public - see hours,"6:30am-4:30pm M-F, 8am-12pm Sat",Cash Checks A D M V, , , , , , , , , ,200-8,29.804407,-95.467516,2013-02-28T00:00:00.000Z,20164,2013-03-20 02:12:06 UTC,P, , ,, , ,TRUE, 
35,-96.3814349997254,33.99285800029651,3036,CNG,Oklahoma Natural Gas - Durant Service Center,523 W Evergreen St, ,Durant,OK,74701,4745, ,E, ,Private access only, , , ,B,3000, , , , , , ,200-8,33.992858,-96.381435,2013-07-31T00:00:00.000Z,12787,2013-08-14 16:14:46 UTC,T, , ,1999-01-15T00:00:00.000Z, ,MD, , 
36,-89.70411100032236,34.8772580003565,3037,LPG,Dowdle Gas Co,8224 Highway 178, ,Byhalia,MS,38611,0,662-838-6559,E, ,Public - see hours,8am-5pm M-F,Cash Checks A D M V, , , , , , , , , ,GPS,34.877258,-89.704111,2013-02-28T00:00:00.000Z,13767,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
37,-95.63564629973688,29.898343800126323,3038,LPG,U-Haul,8330 Highway 6 N,South of West Road,Houston,TX,77095,2002,281-855-0347,E, ,Public - see hours,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V, , , , , , , , , ,200-8,29.898344,-95.635646,2013-11-30T00:00:00.000Z,20166,2013-12-16 18:16:12 UTC,P, , ,, , ,TRUE, 
38,-89.9970770000035,34.837241000371925,3039,LPG,AmeriGas,1585 Memphis St,Highway 51 and Memphis St,Hernando,MS,38632,0,662-429-6211,E, ,Public - call ahead,8am-5pm M-F,Cash Checks A D M V, , , , , , , , , ,200-8,34.837241,-89.997077,2013-03-31T00:00:00.000Z,13769,2013-04-16 19:11:47 UTC,P, , ,, , ,TRUE, 
39,-89.71967820018875,34.34936200005632,3040,LPG,Dowdle Gas Co,459 Highway 6 W,"Highway 6 W toward Batesville, past Belk Ford",Oxford,MS,38655,9073,662-234-7310,E, ,Public - call ahead,8am-5pm M-F; best to come between 8am and 9am,Cash D M V, , , , , , , , , ,200-8,34.349362,-89.719678,2013-02-28T00:00:00.000Z,13771,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
40,-88.94376689982256,34.75206690006746,3041,LPG,Dowdle Gas Co,1705 City Ave N, ,Ripley,MS,38663,1128,662-837-9933,E, ,Public - call ahead,8am-5pm M-F; best to come at 8am,Cash D M V, , , , , , , , , ,200-8,34.752067,-88.943767,2013-02-28T00:00:00.000Z,13773,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
41,-88.82713909998944,33.453953899752705,3042,LPG,Scott Petroleum,905 Highway 12 W, ,Starkville,MS,39759,0,662-324-5311,E, ,Public - call ahead,7am-5pm M-F,Cash Checks D M V, , , , , , , , , ,200-8,33.453954,-88.827139,2013-05-31T00:00:00.000Z,13775,2013-06-14 17:30:54 UTC,P, , ,, , ,FALSE, 
42,-89.39428099996815,31.822330999576018,3043,LPG,Blossman Gas Inc,12675 State Highway 28 W,2 miles west of Taylorsville,Taylorsville,MS,39168,0,601-785-6551,E, ,Public - call ahead,"8am-5pm M-F, 8am-12pm Sat (Sat hours in winter only)",Cash A D M V, , , , , , , , , ,GPS,31.822331,-89.394281,2013-02-28T00:00:00.000Z,13782,2013-03-20 02:12:07 UTC,P, , ,, , ,TRUE, 
43,-89.15372320026546,32.33219030034211,3044,LPG,Blossman Gas Inc,404 Northside Dr,"From the intersection of Highway 15 and Highway 80, right on Highway 80, 1 mile on right side",Newton,MS,39345,2381,601-683-3431,E, ,Public - call ahead,"8am-5pm M-F, 8am-12pm Sat (Sat hours in winter only)",Cash A D M V, , , , , , , , , ,200-8,32.33219,-89.153723,2013-02-28T00:00:00.000Z,13789,2013-03-20 02:12:07 UTC,P, , ,, , ,TRUE, 
44,-88.72815460025457,32.04266630020965,3045,LPG,Blossman Gas Inc,305 N Archusa Ave, ,Quitman,MS,39355,0,601-776-3601,E, ,Public - call ahead,8am-5pm M-F,Cash Checks A D M V, , , , , , , , , ,200-8,32.042666,-88.728155,2013-05-31T00:00:00.000Z,13791,2013-06-14 17:30:54 UTC,P, , ,, , ,TRUE, 
45,-95.56780300040808,29.81978899966264,3046,LPG,Professional Welding Supply,3000 Brittmoore Rd,"Building B, 2.5 miles north of IH-10, West of Beltway 8",Houston,TX,77043,1408,713-690-6888,E, ,Public - call ahead,"7:30am-5pm M-F, 8:30am-1pm Sat",Cash A D M V, , , , , , , , , ,200-8,29.819789,-95.567803,2013-02-28T00:00:00.000Z,20167,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
46,-88.62832239955905,31.663926400083376,3047,LPG,Blossman Gas Inc,102 Mississippi Dr,On Highway 45 just south of town,Waynesboro,MS,39367,3020,601-735-2522,E, ,Public - call ahead,"8am-5pm M-F, 8am-12pm Sat (Sat hours in winter only)",Cash A D M V, , , , , , , , , ,200-8,31.663926,-88.628322,2013-02-28T00:00:00.000Z,13792,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
47,-89.09285770022262,30.38672609972973,3048,LPG,Blossman Gas Inc,3000 25th Ave,7 miles south of I-10 on US Highway 49,Gulfport,MS,39501,5905,228-864-1162,E, ,Public - call ahead,"8am-5pm M-F, 8am-12pm Sat (Sat hours in winter only)",Cash A D M V, , , , , , , , , ,200-8,30.386726,-89.092858,2013-02-28T00:00:00.000Z,13798,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
48,-95.45775470001932,30.29966789995364,3049,LPG,Automatic Gas Co,813 S Frazier,0.5 mile north of Gladsdale,Conroe,TX,77301,0,936-756-3389,E, ,Public - see hours,"8am-5pm M-F, 8am-12pm Sat",Cash Checks A D M V, , , , , , , , , ,200-8,30.299668,-95.457755,2013-02-28T00:00:00.000Z,20169,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
49,-90.1027847000538,31.127628499755527,3050,LPG,Herring Gas Co,249 Old Highway 98 E, ,Tylertown,MS,39667,2711,601-876-3422,E, ,Public - call ahead,7:30am-5pm M-F,Cash D M V, , , , , , , , , ,200-8,31.127629,-90.102785,2013-02-28T00:00:00.000Z,13801,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
50,-91.71625580006508,32.158296400258735,3051,LPG,Cordill Propane Service,4030 Front St,"Highway 15, south of town center",Winnsboro,LA,71295,0,318-435-6190,E, ,Public - see hours,"8am-5pm M-F, 9am-12pm Sat",Cash A D M V, , , , , , , , , ,200-8,32.158296,-91.716256,2013-02-28T00:00:00.000Z,14286,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
51,-95.6273222998842,30.070920799555328,3052,LPG,Tomball Rental Center,27219 Texas 249,1 mile south of Tomball,Tomball,TX,77375,0,281-351-8144,E, ,Public - see hours,7am-5pm M-Sat,Cash Checks A D M V, , , , , , , , , ,200-8,30.070921,-95.627322,2013-02-28T00:00:00.000Z,20174,2013-03-20 02:12:06 UTC,P, , ,, , ,TRUE, 
52,-91.84224300001436,33.95585099972391,3053,LPG,Matthews Inc,1301 Lincoln Ave,On Highway 425,Star City,AR,71667,0,870-628-5128,E, ,Public - call ahead,"9:30am-5pm M-F, 9:30am-12pm Sat",Cash D M V, , , , , , , , , ,200-8,33.955851,-91.842243,2013-02-28T00:00:00.000Z,14295,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
53,-95.43717300003392,30.073584999747982,3054,LPG,U-Haul,1609 Spring Cypress Rd,I-45 and FM 2920,Spring,TX,77388,3611,281-350-1838,E, ,Public - see hours,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash Checks A D M V, , , , , , , , , ,200-8,30.073585,-95.437173,2013-11-30T00:00:00.000Z,20175,2013-12-16 18:16:12 UTC,P, , ,, , ,TRUE, 
54,-93.60195300003092,33.35782800036196,3055,LPG,Southern LP Gas Inc,1428 Highway 82 E,Just outside of Stamps,Lewisville,AR,71845,0,870-921-4455,E, ,Public - call ahead,8am-5pm M-F,Cash A D M V, , , , , , , , , ,GPS,33.357828,-93.601953,2013-02-28T00:00:00.000Z,14302,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
55,-95.93885400011196,28.983568699735773,3056,LPG,Ferrellgas,4405 7th St,"On Highway 35, east of town",Bay City,TX,77414,0,979-245-1766,E, ,Public - call ahead,8am-5pm M-F,Cash A D M V, , , , , , , , , ,200-8,28.983569,-95.938854,2013-02-28T00:00:00.000Z,20176,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
56,-93.86944200024809,33.951916999969626,3057,LPG,Southern LP Gas Inc,1570 Highway 371, ,Nashville,AR,71852,0,870-845-2378,E, ,Public - see hours,8am-5pm M-F,Cash A D M V, , , , , , , , , ,GPS,33.951917,-93.869442,2013-02-28T00:00:00.000Z,14303,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
57,-93.00669760041389,34.50565710029497,3058,LPG,Ferrellgas,2250 E Grand Ave,"Highway 70 E, exit 4, past Magic Springs, about 0.5 mile on the right",Hot Springs,AR,71901,0,501-623-8816,E, ,Public - call ahead,8am-4pm M-F,Cash Checks A D M V, , , , , , , , , ,200-8,34.505657,-93.006698,2013-02-28T00:00:00.000Z,14305,2013-03-20 02:12:07 UTC,P, , ,, , ,TRUE, 
58,-96.01560000043963,28.984000000199885,3059,LPG,Bert's RV Park & Propane,1120 State Highway 35 S,"1 mile west of Bay City, on north side of highway",Bay City,TX,77414,0,979-245-2840,E, ,Public - see hours,8am-6pm M-Sat,Cash Checks A D M V, , , , , , , , , ,GPS,28.984,-96.0156,2013-02-28T00:00:00.000Z,20177,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
59,-94.25607900014568,34.567918000115625,3060,LPG,Southern LP Gas Inc,2201 Highway 71 S, ,Mena,AR,71953,0,479-394-5900,E, ,Public - call ahead,8am-5pm M-F,Cash A D M V, , , , , , , , , ,200-8,34.567918,-94.256079,2013-02-28T00:00:00.000Z,14308,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
60,-96.08535899961812,29.74349260010348,3061,LPG,Bellville Butane Co,9428 FM 1094,8.5 miles west of Sealy,Sealy,TX,77474,1794,979-865-2698,E, ,Public - call ahead,8am-12pm and 1pm-5pm M-F,Cash D M V, , , , , , , , , ,200-8,29.743493,-96.085359,2013-02-28T00:00:00.000Z,20178,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
61,-92.79828000042164,35.01356599997098,3062,LPG,Ferrellgas,1072 Fourche Ave,Highway 9 and 10 N  off Mountain Road,Perryville,AR,72126,0,501-889-5144,E, ,Public - see hours,8am-4:30pm M-F,Cash A D M V, , , , , , , , , ,200-8,35.013566,-92.79828,2013-02-28T00:00:00.000Z,14325,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
62,-95.56868460041392,29.037047699991422,3063,LPG,D & L Propane,1336 FM 521 Rd,0.5 mile south of Brazoria,Brazoria,TX,77422,0,979-798-5252,E, ,Public - see hours,8am-5pm M-F,Cash Checks, , , , , , , , , ,200-8,29.037048,-95.568685,2013-02-28T00:00:00.000Z,20179,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
63,-91.74512259972816,35.23883710015212,3064,LPG,Ferrellgas,703 E Line,Exit 45 off 67/167,Searcy,AR,72143,0,501-268-4242,E, ,Public - call ahead,8am-5pm M-F,Cash Checks A D M V, , , , , , , , , ,200-8,35.238837,-91.745123,2013-02-28T00:00:00.000Z,14326,2013-03-20 02:12:07 UTC,P, , ,, , ,FALSE, 
64,-95.95676100031989,29.778391999890903,3065,LPG,Local LP Gas Co,34227 I-10,"Exit 731, south side Access Road",Brookshire,TX,77423,0,281-391-0108,E, ,Public - see hours,"8am-5pm M-F, 8am-12pm Sat",Cash Checks A D M V, , , , , , , , , ,GPS,29.778392,-95.956761,2013-02-28T00:00:00.000Z,20180,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
65,-95.82809999991504,29.785799999770223,3066,LPG,Schindler Gas,6072 Highway 90A,1 mile east of Eagle Lake,Eagle Lake,TX,77434,0,979-234-3314,E, ,Public - call ahead,8am-5pm M-F (Fri hours in winter only),Cash A D M V, , , , , , , , , ,GPS,29.7858,-95.8281,2013-02-28T00:00:00.000Z,20182,2013-03-20 02:12:06 UTC,P, , ,, , ,FALSE, 
